A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsSenna,redochre,redlead,cadmiumred,alizarin,madderLake,lacdye,carminelake,vermilion,realgar,ylakereseda,massicot,yellowochre,gamboge,naplesYellow,leadtinYellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone
704.17,11.842,9.197,4.262,26.772,33.96,28.095,99.711,104.124,75.369,68.893,24.313,44.836,56.966,95.887,42.116,56.011,37.214,77.054,71.516,88.63,99.115,98.322,86.471,89.203,101.461,21.845,6.942,4.655,8.196,4.377,1.147,4.497,4.677,9.337,43.392,5.065,9.34,6.021,2.586,18.372,6.055,2.125,1.889,42.773,3.374,5.45,3.867,5.886,47.293,51.416,103.753,99.76,84.54,66.239
704.36,11.859,9.209,4.263,26.826,33.99,28.109,99.715,104.118,75.348,68.91,24.383,44.856,56.982,95.905,42.132,56.008,37.206,77.048,71.501,88.646,99.117,98.313,86.453,89.241,101.443,21.89,6.972,4.649,8.192,4.377,1.148,4.49,4.669,9.349,43.734,5.06,9.365,6.029,2.584,18.668,6.058,2.134,1.892,42.77,3.369,5.446,3.862,5.889,47.309,51.431,103.752,99.748,84.566,66.173
704.55,11.867,9.213,4.273,26.859,34.035,28.129,99.67,104.097,75.317,68.892,24.451,44.86,56.965,95.874,42.143,56.001,37.226,77.013,71.467,88.607,99.061,98.269,86.448,89.208,101.351,21.916,7.002,4.652,8.191,4.387,1.155,4.49,4.66,9.347,44.065,5.061,9.397,6.052,2.588,18.967,6.079,2.144,1.897,42.751,3.376,5.442,3.873,5.888,47.317,51.408,103.701,99.694,84.511,66.108
704.74,11.884,9.204,4.27,26.885,34.077,28.147,99.726,104.093,75.298,68.926,24.54,44.871,56.953,95.902,42.181,56.001,37.26,77.051,71.473,88.613,99.058,98.288,86.445,89.231,101.303,21.943,7.028,4.657,8.205,4.403,1.16,4.487,4.647,9.346,44.4,5.059,9.425,6.08,2.589,19.293,6.098,2.154,1.899,42.74,3.372,5.451,3.875,5.887,47.325,51.406,103.711,99.659,84.51,66.091
704.94,11.891,9.23,4.284,26.902,34.095,28.167,99.728,104.098,75.301,68.932,24.607,44.886,56.931,95.907,42.197,56.005,37.263,77.085,71.462,88.596,99.013,98.337,86.468,89.245,101.275,21.973,7.056,4.645,8.212,4.411,1.16,4.479,4.638,9.356,44.771,5.059,9.448,6.082,2.587,19.597,6.112,2.17,1.9,42.713,3.375,5.45,3.877,5.886,47.339,51.414,103.714,99.605,84.472,66.019
705.13,11.902,9.239,4.29,26.95,34.139,28.212,99.759,104.127,75.297,68.976,24.699,44.924,56.957,95.952,42.229,56.039,37.302,77.152,71.467,88.624,99.013,98.376,86.504,89.287,101.266,22.008,7.094,4.638,8.211,4.418,1.159,4.478,4.63,9.354,45.163,5.057,9.477,6.098,2.584,19.919,6.133,2.178,1.905,42.697,3.374,5.447,3.885,5.888,47.339,51.424,103.743,99.613,84.473,66.009
705.32,11.903,9.245,4.282,26.996,34.163,28.232,99.772,104.143,75.278,68.996,24.78,44.937,56.942,95.971,42.246,56.035,37.312,77.162,71.453,88.627,98.994,98.368,86.52,89.278,101.26,22.046,7.134,4.63,8.206,4.421,1.155,4.471,4.625,9.358,45.54,5.052,9.501,6.11,2.581,20.235,6.155,2.186,1.898,42.684,3.37,5.442,3.887,5.888,47.341,51.431,103.719,99.599,84.469,65.943
705.51,11.928,9.248,4.282,27.028,34.224,28.255,99.805,104.189,75.311,69.037,24.861,44.984,56.966,96.041,42.263,56.064,37.348,77.211,71.487,88.646,99.021,98.405,86.576,89.319,101.262,22.073,7.171,4.633,8.218,4.425,1.154,4.469,4.626,9.366,45.909,5.051,9.522,6.122,2.585,20.561,6.181,2.199,1.9,42.697,3.375,5.423,3.882,5.888,47.335,51.438,103.726,99.618,84.505,65.921
705.71,11.958,9.236,4.285,27.063,34.242,28.272,99.805,104.195,75.305,69.049,24.95,45.021,56.949,96.058,42.294,56.065,37.368,77.22,71.472,88.673,98.997,98.441,86.575,89.342,101.22,22.106,7.198,4.638,8.206,4.425,1.153,4.465,4.62,9.378,46.25,5.057,9.542,6.136,2.585,20.907,6.2,2.205,1.896,42.696,3.379,5.428,3.883,5.883,47.343,51.452,103.732,99.633,84.509,65.853
705.9,11.963,9.237,4.279,27.08,34.273,28.318,99.794,104.26,75.323,69.096,25.041,45.061,56.953,96.085,42.313,56.087,37.387,77.254,71.486,88.711,99.011,98.439,86.623,89.386,101.198,22.146,7.228,4.636,8.214,4.424,1.155,4.463,4.619,9.367,46.619,5.046,9.566,6.147,2.586,21.224,6.209,2.203,1.889,42.7,3.372,5.427,3.88,5.881,47.329,51.459,103.793,99.643,84.523,65.8
706.09,11.967,9.254,4.29,27.12,34.32,28.352,99.802,104.268,75.316,69.11,25.135,45.099,56.954,96.103,42.316,56.104,37.43,77.275,71.51,88.744,99.028,98.468,86.62,89.396,101.161,22.188,7.276,4.641,8.215,4.434,1.17,4.466,4.625,9.377,46.988,5.061,9.606,6.176,2.598,21.564,6.227,2.212,1.894,42.677,3.375,5.45,3.886,5.886,47.33,51.486,103.806,99.659,84.526,65.739
706.28,11.992,9.261,4.297,27.153,34.365,28.396,99.803,104.309,75.344,69.189,25.228,45.146,56.98,96.163,42.36,56.125,37.481,77.349,71.507,88.764,99.034,98.523,86.65,89.417,101.169,22.224,7.316,4.651,8.222,4.451,1.165,4.471,4.624,9.387,47.366,5.058,9.627,6.193,2.606,21.928,6.24,2.222,1.895,42.668,3.374,5.453,3.889,5.89,47.352,51.526,103.848,99.671,84.557,65.733
706.48,12.005,9.264,4.299,27.169,34.378,28.437,99.792,104.316,75.359,69.218,25.322,45.218,56.966,96.209,42.372,56.12,37.532,77.382,71.515,88.79,99.067,98.543,86.686,89.437,101.118,22.259,7.359,4.657,8.233,4.462,1.168,4.478,4.628,9.389,47.747,5.069,9.664,6.208,2.616,22.277,6.26,2.232,1.898,42.638,3.382,5.461,3.889,5.893,47.354,51.54,103.843,99.68,84.536,65.707
706.67,12.019,9.277,4.306,27.209,34.412,28.49,99.814,104.352,75.384,69.283,25.415,45.268,56.969,96.251,42.377,56.136,37.574,77.453,71.533,88.835,99.101,98.56,86.696,89.494,101.131,22.299,7.408,4.653,8.23,4.467,1.169,4.478,4.631,9.395,48.123,5.074,9.702,6.222,2.63,22.649,6.289,2.234,1.9,42.615,3.377,5.467,3.888,5.901,47.346,51.544,103.862,99.705,84.573,65.663
706.86,12.038,9.289,4.298,27.277,34.456,28.529,99.855,104.416,75.433,69.337,25.504,45.32,56.985,96.32,42.395,56.155,37.616,77.516,71.566,88.908,99.133,98.61,86.745,89.569,101.161,22.349,7.46,4.654,8.222,4.458,1.166,4.475,4.63,9.401,48.516,5.073,9.728,6.233,2.643,23.004,6.307,2.239,1.904,42.617,3.376,5.464,3.882,5.897,47.332,51.583,103.902,99.769,84.595,65.651
707.05,12.053,9.279,4.297,27.335,34.497,28.564,99.912,104.467,75.438,69.409,25.579,45.385,57.044,96.391,42.407,56.164,37.674,77.564,71.567,88.957,99.197,98.647,86.775,89.627,101.164,22.381,7.507,4.662,8.215,4.466,1.163,4.483,4.632,9.401,48.871,5.071,9.754,6.254,2.652,23.372,6.326,2.248,1.9,42.605,3.376,5.469,3.885,5.902,47.336,51.633,103.932,99.826,84.636,65.651
707.24,12.066,9.283,4.289,27.376,34.531,28.574,99.955,104.48,75.469,69.428,25.664,45.39,57.034,96.412,42.439,56.138,37.689,77.583,71.562,88.988,99.213,98.631,86.78,89.624,101.12,22.409,7.538,4.653,8.21,4.461,1.162,4.489,4.635,9.4,49.218,5.064,9.782,6.272,2.657,23.729,6.324,2.249,1.892,42.599,3.378,5.465,3.876,5.892,47.33,51.654,103.961,99.87,84.618,65.595
707.44,12.08,9.284,4.296,27.398,34.556,28.62,99.935,104.45,75.448,69.458,25.75,45.424,57.039,96.435,42.431,56.145,37.712,77.591,71.547,89.006,99.185,98.623,86.797,89.64,101.084,22.434,7.571,4.651,8.203,4.469,1.168,4.49,4.641,9.391,49.559,5.07,9.819,6.287,2.658,24.081,6.34,2.261,1.896,42.569,3.385,5.467,3.863,5.888,47.329,51.645,103.979,99.867,84.62,65.55
707.63,12.078,9.291,4.291,27.426,34.573,28.662,99.908,104.417,75.407,69.472,25.807,45.454,57.012,96.421,42.439,56.091,37.722,77.602,71.496,88.974,99.167,98.596,86.776,89.636,101.005,22.465,7.609,4.653,8.194,4.472,1.158,4.485,4.641,9.396,49.886,5.066,9.856,6.31,2.653,24.447,6.345,2.265,1.899,42.52,3.38,5.468,3.861,5.879,47.342,51.642,103.97,99.866,84.58,65.506
707.82,12.081,9.301,4.299,27.471,34.6,28.685,99.96,104.42,75.415,69.526,25.889,45.482,57.037,96.467,42.453,56.092,37.759,77.664,71.514,89.018,99.206,98.573,86.802,89.688,100.95,22.5,7.656,4.645,8.2,4.474,1.154,4.487,4.639,9.381,50.233,5.055,9.873,6.315,2.661,24.786,6.364,2.276,1.899,42.494,3.376,5.46,3.85,5.883,47.359,51.67,103.982,99.869,84.597,65.477
708.01,12.111,9.301,4.313,27.549,34.638,28.72,100.019,104.421,75.438,69.563,25.984,45.516,57.056,96.515,42.479,56.088,37.808,77.683,71.541,89.042,99.227,98.628,86.848,89.729,100.952,22.541,7.705,4.65,8.204,4.486,1.155,4.496,4.638,9.398,50.591,5.077,9.9,6.339,2.666,25.175,6.382,2.289,1.911,42.457,3.386,5.473,3.842,5.887,47.357,51.698,103.986,99.901,84.63,65.469
708.2,12.137,9.31,4.309,27.589,34.665,28.752,100.035,104.412,75.461,69.614,26.053,45.55,57.079,96.555,42.506,56.093,37.845,77.706,71.581,89.044,99.236,98.625,86.907,89.753,100.944,22.576,7.747,4.651,8.206,4.502,1.16,4.506,4.625,9.393,50.944,5.063,9.915,6.352,2.676,25.553,6.397,2.303,1.916,42.445,3.391,5.464,3.846,5.884,47.369,51.707,104.037,99.923,84.649,65.487
708.4,12.148,9.316,4.321,27.648,34.702,28.817,100.023,104.414,75.443,69.632,26.147,45.56,57.107,96.574,42.517,56.11,37.903,77.728,71.583,89.07,99.272,98.649,86.933,89.788,100.926,22.612,7.8,4.647,8.197,4.517,1.169,4.517,4.627,9.394,51.285,5.072,9.951,6.37,2.681,25.94,6.427,2.318,1.928,42.418,3.405,5.472,3.844,5.897,47.34,51.745,104.034,99.939,84.657,65.435
708.59,12.142,9.325,4.328,27.701,34.74,28.839,100.023,104.443,75.421,69.644,26.226,45.571,57.118,96.551,42.536,56.098,37.931,77.755,71.584,89.036,99.215,98.641,86.937,89.786,100.87,22.652,7.834,4.65,8.189,4.522,1.172,4.515,4.62,9.395,51.607,5.069,9.963,6.393,2.682,26.318,6.455,2.336,1.934,42.379,3.398,5.472,3.849,5.889,47.348,51.753,104.04,99.942,84.645,65.392
708.78,12.157,9.328,4.328,27.747,34.75,28.857,100.043,104.462,75.438,69.657,26.317,45.604,57.105,96.57,42.569,56.074,37.946,77.767,71.585,89.045,99.19,98.663,86.985,89.805,100.81,22.693,7.873,4.646,8.2,4.521,1.168,4.515,4.613,9.393,51.92,5.082,9.981,6.41,2.682,26.693,6.458,2.356,1.932,42.352,3.399,5.469,3.848,5.879,47.35,51.77,104.055,99.926,84.635,65.36
708.97,12.158,9.338,4.337,27.774,34.744,28.878,100.002,104.443,75.4,69.677,26.401,45.63,57.114,96.579,42.581,56.038,37.972,77.758,71.561,89.031,99.162,98.643,86.977,89.778,100.75,22.714,7.904,4.651,8.214,4.523,1.161,4.519,4.609,9.384,52.242,5.082,9.999,6.422,2.666,27.074,6.472,2.371,1.921,42.315,3.398,5.455,3.853,5.876,47.374,51.76,104.049,99.884,84.631,65.3
709.17,12.174,9.35,4.336,27.813,34.762,28.932,99.994,104.457,75.414,69.694,26.502,45.657,57.109,96.604,42.63,56.055,38.004,77.799,71.597,89.083,99.143,98.661,87.005,89.793,100.745,22.755,7.946,4.649,8.215,4.532,1.164,4.515,4.605,9.383,52.562,5.082,10.026,6.443,2.659,27.465,6.49,2.379,1.923,42.298,3.406,5.459,3.852,5.879,47.388,51.751,104.081,99.91,84.646,65.307
709.36,12.18,9.359,4.33,27.839,34.805,28.967,100.01,104.496,75.383,69.723,26.594,45.711,57.132,96.664,42.641,56.065,38.027,77.83,71.626,89.095,99.156,98.67,87.031,89.822,100.729,22.804,7.991,4.653,8.211,4.534,1.159,4.507,4.587,9.388,52.898,5.092,10.037,6.452,2.658,27.853,6.512,2.384,1.919,42.273,3.396,5.46,3.859,5.88,47.407,51.759,104.064,99.901,84.661,65.311
709.55,12.194,9.364,4.332,27.873,34.855,28.978,100.004,104.514,75.387,69.774,26.676,45.739,57.161,96.674,42.689,56.05,38.071,77.866,71.65,89.101,99.196,98.684,87.046,89.828,100.679,22.852,8.044,4.66,8.227,4.541,1.156,4.513,4.573,9.395,53.234,5.098,10.047,6.459,2.67,28.271,6.534,2.395,1.92,42.258,3.392,5.457,3.859,5.879,47.4,51.78,104.11,99.919,84.661,65.278
709.74,12.214,9.374,4.328,27.917,34.884,29.004,100.042,104.52,75.392,69.793,26.775,45.755,57.189,96.728,42.724,56.069,38.095,77.896,71.679,89.161,99.221,98.721,87.061,89.857,100.658,22.896,8.091,4.66,8.232,4.56,1.16,4.513,4.565,9.398,53.562,5.108,10.073,6.479,2.678,28.688,6.559,2.417,1.924,42.219,3.397,5.466,3.87,5.891,47.381,51.796,104.144,99.911,84.67,65.253
709.93,12.233,9.385,4.332,27.959,34.925,29.039,100.013,104.516,75.384,69.813,26.878,45.773,57.183,96.71,42.737,56.075,38.134,77.891,71.686,89.174,99.218,98.728,87.052,89.851,100.632,22.955,8.138,4.672,8.232,4.578,1.172,4.526,4.575,9.408,53.87,5.121,10.084,6.506,2.686,29.128,6.583,2.435,1.933,42.18,3.403,5.462,3.883,5.908,47.373,51.801,104.154,99.908,84.681,65.238
710.13,12.231,9.393,4.327,27.978,34.939,29.033,99.964,104.478,75.31,69.803,26.938,45.774,57.167,96.647,42.723,56.047,38.122,77.867,71.626,89.148,99.194,98.702,86.999,89.813,100.541,22.984,8.179,4.671,8.214,4.577,1.17,4.52,4.569,9.396,54.17,5.113,10.096,6.511,2.68,29.518,6.602,2.447,1.923,42.119,3.389,5.451,3.881,5.908,47.378,51.784,104.121,99.841,84.628,65.162
710.32,12.232,9.382,4.326,28.012,34.975,29.055,99.971,104.494,75.273,69.836,27.035,45.782,57.18,96.648,42.741,56.037,38.146,77.892,71.579,89.177,99.186,98.701,86.977,89.844,100.509,23.014,8.229,4.679,8.211,4.583,1.164,4.517,4.577,9.4,54.444,5.121,10.119,6.531,2.68,29.941,6.622,2.467,1.92,42.089,3.395,5.464,3.878,5.909,47.372,51.783,104.095,99.829,84.618,65.095
710.51,12.238,9.382,4.309,28.043,34.997,29.062,99.998,104.502,75.27,69.862,27.115,45.812,57.175,96.671,42.756,56.038,38.146,77.888,71.575,89.199,99.16,98.715,86.963,89.875,100.472,23.066,8.258,4.686,8.209,4.578,1.157,4.501,4.57,9.392,54.75,5.115,10.131,6.541,2.678,30.342,6.632,2.472,1.904,42.049,3.386,5.464,3.878,5.905,47.366,51.766,104.111,99.85,84.605,65.069
710.7,12.258,9.378,4.3,28.058,35.013,29.082,100.007,104.49,75.26,69.884,27.197,45.839,57.155,96.72,42.778,56.019,38.188,77.895,71.55,89.245,99.166,98.728,86.96,89.917,100.472,23.092,8.313,4.691,8.218,4.587,1.156,4.503,4.571,9.397,55.066,5.127,10.151,6.557,2.681,30.747,6.64,2.487,1.904,42.027,3.394,5.465,3.877,5.916,47.361,51.757,104.095,99.858,84.635,65.04
710.89,12.264,9.364,4.292,28.1,35.052,29.101,100.008,104.484,75.233,69.947,27.265,45.834,57.196,96.754,42.796,56.062,38.205,77.944,71.536,89.29,99.178,98.74,86.972,89.928,100.481,23.13,8.358,4.706,8.211,4.602,1.158,4.504,4.571,9.398,55.399,5.109,10.165,6.565,2.681,31.178,6.662,2.497,1.91,41.998,3.392,5.462,3.878,5.912,47.361,51.772,104.124,99.899,84.633,65.005
711.09,12.273,9.354,4.298,28.124,35.116,29.135,100.042,104.503,75.198,69.951,27.35,45.853,57.228,96.802,42.815,56.069,38.214,77.959,71.542,89.328,99.183,98.747,86.992,89.979,100.461,23.176,8.402,4.701,8.2,4.617,1.153,4.502,4.56,9.393,55.704,5.098,10.186,6.579,2.693,31.598,6.67,2.508,1.914,41.96,3.385,5.468,3.88,5.914,47.343,51.784,104.141,99.957,84.626,64.992
711.28,12.283,9.352,4.3,28.159,35.163,29.148,100.031,104.478,75.157,69.947,27.438,45.868,57.197,96.815,42.81,56.065,38.232,77.939,71.512,89.302,99.171,98.717,86.967,90.006,100.421,23.232,8.449,4.703,8.2,4.628,1.153,4.502,4.558,9.384,56.009,5.101,10.207,6.59,2.703,32.03,6.698,2.534,1.917,41.912,3.388,5.465,3.876,5.903,47.331,51.79,104.121,99.921,84.636,64.926
711.47,12.309,9.361,4.315,28.212,35.176,29.189,100.013,104.467,75.162,69.997,27.522,45.902,57.213,96.859,42.844,56.073,38.287,77.967,71.514,89.334,99.145,98.759,86.981,90.046,100.42,23.278,8.508,4.722,8.2,4.66,1.152,4.509,4.573,9.396,56.303,5.11,10.245,6.608,2.71,32.453,6.719,2.564,1.93,41.877,3.4,5.48,3.888,5.914,47.294,51.829,104.123,99.952,84.671,64.858
711.66,12.325,9.378,4.322,28.261,35.182,29.22,100.039,104.48,75.139,70.006,27.597,45.924,57.206,96.89,42.862,56.087,38.298,77.979,71.513,89.363,99.139,98.743,86.996,90.058,100.4,23.313,8.564,4.731,8.194,4.68,1.147,4.509,4.577,9.39,56.601,5.101,10.263,6.636,2.715,32.874,6.733,2.581,1.936,41.823,3.412,5.486,3.899,5.921,47.299,51.868,104.099,99.938,84.681,64.842
711.85,12.339,9.37,4.333,28.298,35.211,29.249,100.034,104.475,75.102,70.04,27.679,45.933,57.183,96.918,42.877,56.09,38.342,78.004,71.498,89.35,99.099,98.73,87.018,90.096,100.382,23.353,8.605,4.732,8.197,4.688,1.151,4.516,4.578,9.384,56.883,5.105,10.273,6.65,2.711,33.298,6.75,2.589,1.939,41.8,3.408,5.488,3.895,5.928,47.316,51.875,104.049,99.953,84.684,64.788
712.04,12.353,9.367,4.326,28.32,35.227,29.27,100.048,104.486,75.088,70.071,27.753,45.946,57.199,96.95,42.891,56.107,38.354,78.042,71.486,89.366,99.093,98.75,87.061,90.12,100.374,23.38,8.665,4.732,8.202,4.696,1.14,4.501,4.566,9.37,57.183,5.101,10.307,6.661,2.703,33.721,6.765,2.601,1.942,41.763,3.41,5.497,3.879,5.913,47.335,51.899,104.004,99.954,84.677,64.744
712.24,12.376,9.368,4.332,28.378,35.254,29.327,100.095,104.522,75.096,70.147,27.846,45.98,57.223,97.036,42.957,56.15,38.419,78.134,71.528,89.398,99.108,98.747,87.102,90.183,100.407,23.429,8.726,4.742,8.213,4.72,1.149,4.5,4.574,9.373,57.473,5.11,10.342,6.69,2.718,34.159,6.789,2.628,1.96,41.758,3.433,5.506,3.893,5.914,47.341,51.93,104.003,100.021,84.736,64.727
712.43,12.386,9.373,4.334,28.402,35.281,29.358,100.108,104.537,75.104,70.149,27.921,46.015,57.226,97.078,42.968,56.141,38.438,78.153,71.522,89.402,99.075,98.739,87.109,90.21,100.367,23.478,8.777,4.742,8.217,4.729,1.146,4.49,4.564,9.352,57.754,5.102,10.354,6.698,2.709,34.571,6.81,2.639,1.956,41.708,3.426,5.491,3.881,5.91,47.342,51.954,104.023,100.066,84.725,64.674
712.62,12.394,9.376,4.346,28.426,35.279,29.388,100.081,104.56,75.065,70.14,27.999,46.036,57.216,97.114,42.99,56.123,38.442,78.179,71.526,89.409,99.069,98.731,87.108,90.22,100.321,23.513,8.839,4.741,8.226,4.746,1.135,4.486,4.558,9.359,58.006,5.102,10.374,6.71,2.71,34.99,6.832,2.653,1.968,41.659,3.417,5.489,3.886,5.889,47.377,51.95,104.027,100.045,84.702,64.612
712.81,12.406,9.383,4.351,28.478,35.33,29.417,100.087,104.562,75.036,70.186,28.085,46.056,57.232,97.129,42.988,56.156,38.46,78.195,71.534,89.408,99.073,98.716,87.108,90.232,100.293,23.558,8.893,4.745,8.221,4.751,1.128,4.477,4.556,9.355,58.291,5.091,10.401,6.723,2.71,35.441,6.859,2.67,1.966,41.621,3.413,5.483,3.888,5.882,47.419,51.949,104,100.019,84.681,64.558
713,12.423,9.398,4.352,28.512,35.377,29.439,100.081,104.605,75.043,70.192,28.179,46.112,57.235,97.186,43.008,56.133,38.514,78.192,71.567,89.42,99.073,98.697,87.096,90.272,100.303,23.604,8.957,4.748,8.215,4.77,1.123,4.47,4.553,9.353,58.597,5.102,10.419,6.75,2.715,35.882,6.885,2.688,1.967,41.583,3.417,5.492,3.89,5.89,47.441,51.964,104.01,100.045,84.683,64.529
713.19,12.422,9.41,4.346,28.562,35.392,29.452,100.058,104.617,75.062,70.249,28.265,46.132,57.213,97.212,43.044,56.152,38.553,78.237,71.564,89.408,99.081,98.707,87.125,90.315,100.293,23.658,9.015,4.746,8.218,4.781,1.126,4.454,4.559,9.365,58.875,5.116,10.432,6.771,2.709,36.319,6.907,2.704,1.968,41.529,3.424,5.489,3.883,5.89,47.445,51.974,103.986,100.023,84.671,64.466
713.39,12.433,9.418,4.35,28.597,35.417,29.475,100.079,104.644,75.076,70.312,28.354,46.159,57.253,97.248,43.089,56.159,38.582,78.328,71.595,89.438,99.117,98.733,87.155,90.363,100.264,23.704,9.074,4.756,8.215,4.796,1.124,4.444,4.557,9.367,59.161,5.118,10.448,6.791,2.704,36.741,6.93,2.715,1.965,41.492,3.422,5.495,3.886,5.885,47.452,51.997,103.995,100.056,84.642,64.393
713.58,12.422,9.406,4.348,28.642,35.452,29.502,100.108,104.672,75.089,70.346,28.439,46.157,57.242,97.269,43.097,56.167,38.615,78.371,71.591,89.467,99.156,98.746,87.171,90.408,100.247,23.748,9.123,4.761,8.222,4.805,1.127,4.441,4.552,9.353,59.439,5.109,10.457,6.809,2.704,37.202,6.962,2.734,1.968,41.462,3.423,5.486,3.875,5.877,47.47,51.999,104.006,100.05,84.633,64.36
713.77,12.425,9.399,4.349,28.667,35.483,29.523,100.158,104.684,75.105,70.365,28.54,46.182,57.251,97.321,43.113,56.164,38.643,78.409,71.566,89.472,99.143,98.77,87.169,90.457,100.213,23.807,9.175,4.757,8.229,4.819,1.128,4.437,4.553,9.363,59.705,5.117,10.476,6.824,2.697,37.64,6.984,2.755,1.969,41.426,3.421,5.49,3.872,5.869,47.482,51.993,103.991,100.06,84.599,64.278
713.96,12.426,9.4,4.349,28.706,35.517,29.543,100.144,104.709,75.118,70.408,28.629,46.232,57.291,97.324,43.129,56.171,38.656,78.417,71.562,89.477,99.171,98.789,87.193,90.465,100.164,23.865,9.251,4.765,8.216,4.832,1.124,4.425,4.549,9.358,59.982,5.114,10.488,6.83,2.697,38.073,7.001,2.775,1.965,41.39,3.423,5.486,3.87,5.858,47.483,51.99,104.035,100.048,84.581,64.217
714.15,12.421,9.402,4.351,28.728,35.528,29.573,100.14,104.693,75.101,70.413,28.707,46.247,57.288,97.354,43.128,56.141,38.679,78.444,71.564,89.455,99.118,98.752,87.17,90.457,100.13,23.908,9.306,4.768,8.218,4.85,1.13,4.436,4.55,9.362,60.234,5.113,10.498,6.848,2.703,38.512,7.029,2.8,1.968,41.355,3.419,5.485,3.886,5.861,47.474,51.967,104.056,100.03,84.549,64.135
714.34,12.419,9.4,4.343,28.765,35.578,29.59,100.152,104.735,75.137,70.419,28.785,46.314,57.282,97.424,43.133,56.159,38.715,78.454,71.591,89.513,99.145,98.79,87.224,90.491,100.128,23.963,9.366,4.772,8.212,4.864,1.114,4.435,4.54,9.353,60.523,5.108,10.497,6.846,2.698,38.969,7.051,2.81,1.952,41.3,3.402,5.475,3.883,5.854,47.474,51.975,104.108,100.055,84.528,64.097
714.54,12.428,9.411,4.354,28.806,35.574,29.601,100.127,104.758,75.104,70.462,28.854,46.355,57.272,97.418,43.137,56.146,38.743,78.465,71.602,89.537,99.153,98.76,87.217,90.482,100.113,24.002,9.422,4.774,8.216,4.882,1.113,4.433,4.542,9.358,60.784,5.114,10.514,6.862,2.708,39.42,7.063,2.823,1.955,41.257,3.4,5.469,3.894,5.856,47.469,51.982,104.076,100.008,84.519,64.044
714.73,12.448,9.423,4.359,28.834,35.634,29.604,100.127,104.731,75.106,70.527,28.942,46.391,57.286,97.447,43.138,56.144,38.812,78.481,71.588,89.56,99.168,98.749,87.253,90.498,100.142,24.058,9.485,4.787,8.21,4.902,1.121,4.443,4.542,9.355,61.057,5.119,10.517,6.886,2.711,39.88,7.081,2.855,1.956,41.228,3.409,5.475,3.892,5.873,47.468,51.999,104.066,100.004,84.513,64.026
714.92,12.453,9.432,4.362,28.87,35.661,29.626,100.137,104.744,75.126,70.551,29.017,46.408,57.31,97.507,43.188,56.142,38.839,78.513,71.605,89.587,99.202,98.789,87.297,90.534,100.136,24.106,9.546,4.785,8.211,4.927,1.123,4.428,4.533,9.341,61.328,5.119,10.524,6.897,2.716,40.337,7.109,2.869,1.959,41.165,3.407,5.473,3.876,5.869,47.437,52.029,104.087,100.006,84.52,63.979
715.11,12.462,9.429,4.369,28.915,35.648,29.642,100.135,104.717,75.084,70.587,29.104,46.413,57.279,97.508,43.204,56.142,38.87,78.532,71.569,89.584,99.238,98.793,87.29,90.541,100.084,24.155,9.598,4.791,8.215,4.945,1.119,4.423,4.532,9.344,61.579,5.118,10.54,6.908,2.713,40.787,7.135,2.893,1.963,41.1,3.395,5.46,3.877,5.867,47.421,52.03,104.056,99.977,84.504,63.916
715.3,12.485,9.447,4.388,28.943,35.668,29.689,100.144,104.709,75.082,70.612,29.182,46.446,57.263,97.497,43.215,56.136,38.903,78.537,71.531,89.595,99.251,98.779,87.27,90.546,100.045,24.212,9.678,4.816,8.207,4.977,1.127,4.441,4.535,9.349,61.829,5.135,10.564,6.92,2.728,41.232,7.177,2.92,1.972,41.065,3.405,5.477,3.883,5.877,47.442,52.021,104.054,99.947,84.497,63.835
715.49,12.489,9.45,4.398,28.989,35.708,29.734,100.158,104.741,75.092,70.651,29.256,46.47,57.262,97.538,43.224,56.159,38.955,78.524,71.529,89.619,99.238,98.799,87.292,90.56,100.066,24.258,9.745,4.82,8.201,5.004,1.122,4.448,4.536,9.356,62.092,5.145,10.574,6.944,2.728,41.699,7.194,2.947,1.976,41.035,3.406,5.479,3.878,5.889,47.451,52.035,104.063,99.924,84.545,63.799
715.69,12.491,9.461,4.4,29.009,35.718,29.754,100.114,104.696,75.073,70.643,29.333,46.497,57.266,97.541,43.23,56.154,38.979,78.508,71.518,89.589,99.218,98.766,87.268,90.545,100.055,24.299,9.791,4.82,8.202,5.025,1.122,4.443,4.532,9.352,62.332,5.144,10.571,6.964,2.734,42.14,7.2,2.961,1.962,40.968,3.402,5.478,3.869,5.897,47.459,52.018,104.034,99.877,84.507,63.727
715.88,12.497,9.459,4.403,29.06,35.757,29.798,100.113,104.725,75.056,70.71,29.396,46.534,57.272,97.597,43.255,56.181,39.048,78.528,71.561,89.625,99.251,98.808,87.287,90.604,100.076,24.351,9.858,4.824,8.192,5.036,1.116,4.433,4.523,9.34,62.621,5.143,10.583,6.979,2.739,42.595,7.218,2.969,1.958,40.941,3.387,5.465,3.867,5.885,47.468,52.037,104.05,99.895,84.55,63.698
